user_id,watch_time_hours,avg_session_mins,num_sessions,top_genres,genre_diversity,weekend_watch_ratio,days_since_last_active
USR-2572,31.88,140.5,21,"Drama, Sci-Fi",3,0.88,4
USR-2573,14.08,25.0,32,Romance,1,0.38,26
USR-2574,54.7,45.3,25,"Documentary, Romance, Action",3,0.5,0
USR-2575,16.05,24.4,31,"Comedy, Romance",1,0.17,14
USR-2576,12.38,21.0,25,"Comedy, Romance",2,0.38,1
USR-2577,38.99,98.1,36,"Action, Thriller",3,0.46,0
USR-2578,79.49,111.4,44,"Action, Thriller",2,0.53,0
USR-2579,51.83,87.9,36,"Thriller, Action, Horror, Documentary",4,0.68,3
USR-2580,13.39,29.9,26,Romance,1,0.16,1
USR-2581,57.49,97.3,40,"Action, Thriller",2,0.65,2
USR-2582,13.76,20.1,26,Animation,2,0.32,13
USR-2583,71.08,93.8,39,"Action, Thriller",2,0.5,0
USR-2584,13.73,10.3,39,"Comedy, Romance",2,0.18,10
USR-2585,39.95,80.0,41,"Action, Thriller",2,0.27,2
USR-2586,9.89,23.3,18,Animation,1,0.39,4
USR-2587,26.46,85.0,43,"Action, Thriller",3,0.45,0
USR-2588,9.82,31.0,23,"Comedy, Romance",1,0.38,30
USR-2589,15.07,20.5,33,Romance,2,0.26,7
USR-2590,74.77,93.5,34,"Action, Thriller",2,0.33,6
USR-2591,63.47,111.3,34,"Action, Thriller",2,0.53,10
USR-2592,34.79,140.3,25,"Drama, Sci-Fi",2,0.89,2
USR-2593,71.54,84.5,35,"Action, Thriller",1,0.46,2
USR-2594,55.45,89.6,47,"Action, Thriller",1,0.45,1
USR-2595,36.08,103.5,20,"Drama, Sci-Fi",3,0.76,5
USR-2596,8.66,23.5,31,Romance,2,0.42,1
USR-2597,69.59,74.2,30,"Action, Thriller",2,0.52,4
USR-2598,45.79,111.7,32,"Action, Thriller",2,0.5,3
USR-2599,16.0,71.7,40,"Horror, Documentary, Thriller, Animation",4,0.59,7
USR-2600,51.71,72.8,55,"Thriller, Comedy, Romance",3,0.61,13
USR-2601,21.54,36.6,34,Comedy,1,0.4,25
USR-2602,19.89,138.6,19,"Drama, Sci-Fi",2,0.76,9
USR-2603,24.62,50.3,60,"Romance, Drama, Animation, Action, Comedy",5,0.35,2
USR-2604,2.35,21.8,7,Documentary,1,0.04,20
USR-2605,43.81,136.4,22,Drama,3,0.79,2
USR-2606,36.16,95.5,20,"Sci-Fi, Thriller",2,0.75,0
USR-2607,56.77,122.2,30,"Action, Thriller",2,0.31,13
USR-2608,58.59,61.9,57,"Comedy, Horror, Action, Sci-Fi",4,0.36,5
USR-2609,20.24,21.7,25,"Comedy, Romance",1,0.42,7
USR-2610,10.45,34.4,23,Animation,1,0.37,58
USR-2611,3.3,32.8,25,"Comedy, Romance",1,0.27,6
USR-2612,54.45,89.1,39,"Action, Thriller",2,0.24,0
USR-2613,47.79,47.4,46,"Sci-Fi, Action, Comedy",3,0.56,2
USR-2614,9.6,20.9,26,Romance,2,0.37,3
USR-2615,71.01,73.2,52,"Action, Thriller",2,0.38,0
USR-2616,14.5,25.4,28,Romance,2,0.35,20
USR-2617,42.1,124.7,26,"Drama, Sci-Fi",3,0.83,5
USR-2618,33.15,86.6,53,"Action, Thriller",2,0.34,5
USR-2619,69.95,82.2,15,"Action, Thriller",1,0.52,4
USR-2620,4.52,19.7,1,Thriller,1,0.26,30
USR-2621,8.73,29.6,38,"Comedy, Romance",1,0.36,14
USR-2622,34.85,104.6,29,"Action, Thriller",1,0.36,1
USR-2623,44.99,111.3,36,"Action, Thriller",3,0.31,3
USR-2624,14.92,30.1,27,"Comedy, Romance",2,0.37,4
USR-2625,66.61,108.8,34,"Action, Thriller",2,0.5,0
USR-2626,43.16,121.6,21,"Sci-Fi, Thriller",3,0.81,6
USR-2627,47.86,85.6,26,"Action, Thriller",2,0.5,6
USR-2628,4.04,32.8,26,Animation,1,0.29,14
USR-2629,61.99,83.4,15,"Drama, Sci-Fi",3,0.78,2
USR-2630,22.82,66.1,34,"Sci-Fi, Documentary, Horror, Drama, Comedy",5,0.41,0
USR-2631,57.71,83.2,57,"Action, Thriller",2,0.46,1
USR-2632,35.46,145.0,17,"Sci-Fi, Thriller",2,0.78,5
USR-2633,56.42,85.9,18,"Action, Thriller",2,0.59,3
USR-2634,70.33,93.1,45,"Action, Thriller",3,0.38,5
USR-2635,49.12,133.8,18,Drama,2,0.93,0
USR-2636,14.33,24.9,34,"Comedy, Romance",2,0.11,6
USR-2637,42.54,79.4,37,"Action, Thriller",2,0.21,4
USR-2638,53.13,96.6,43,"Action, Thriller",3,0.34,1
USR-2639,42.97,128.5,23,Drama,3,0.89,2
USR-2640,47.68,89.2,40,"Action, Thriller",2,0.28,3
USR-2641,60.39,62.4,39,"Horror, Documentary, Comedy, Romance, Sci-Fi",5,0.61,0
USR-2642,40.22,84.1,35,"Action, Thriller",2,0.32,0
USR-2643,47.87,97.0,22,"Drama, Sci-Fi",2,0.84,6
USR-2644,11.1,18.6,26,Comedy,1,0.31,0
USR-2645,10.28,17.5,30,Comedy,1,0.22,8
USR-2646,10.69,29.8,29,Animation,1,0.25,5
USR-2647,43.88,73.3,47,"Romance, Comedy, Thriller, Sci-Fi",4,0.55,0
USR-2648,78.53,130.1,47,"Action, Thriller",3,0.5,6
USR-2649,40.35,77.9,36,"Action, Thriller",2,0.32,0
USR-2650,48.93,115.2,9,"Sci-Fi, Thriller",3,0.82,5
USR-2651,62.25,59.9,46,"Drama, Documentary, Action, Comedy",4,0.41,7
USR-2652,13.26,34.4,32,"Comedy, Romance",1,0.45,9
USR-2653,0.1,13.0,1,Documentary,1,0.01,49
USR-2654,36.58,94.4,45,"Animation, Drama, Comedy, Sci-Fi",4,0.52,2
USR-2655,55.23,94.1,42,"Action, Thriller",2,0.32,5
USR-2656,12.06,25.4,35,Romance,1,0.27,4
USR-2657,73.31,113.1,42,"Action, Thriller",2,0.42,0
USR-2658,62.07,101.4,40,"Action, Thriller",2,0.57,10
USR-2659,44.37,79.5,28,"Sci-Fi, Thriller",2,0.75,3
USR-2660,39.54,56.9,37,"Animation, Sci-Fi, Drama, Documentary",4,0.6,1
USR-2661,43.07,114.6,44,"Action, Thriller",1,0.37,0
USR-2662,46.43,80.2,32,"Action, Thriller",3,0.49,0
USR-2663,65.82,113.6,49,"Action, Thriller",3,0.38,2
USR-2664,9.3,19.3,25,Animation,1,0.45,9
USR-2665,52.88,136.8,21,"Sci-Fi, Thriller",3,0.77,2
USR-2666,57.46,84.1,45,"Action, Thriller",2,0.4,2
USR-2667,2.08,18.9,5,Action,1,0.4,24
USR-2668,45.18,106.4,27,"Action, Thriller",2,0.51,0
USR-2669,14.99,29.6,32,Animation,2,0.35,5
USR-2670,27.77,90.7,14,"Sci-Fi, Thriller",3,0.89,3
USR-2671,70.84,100.8,33,"Action, Thriller",3,0.29,1
USR-2672,58.47,68.6,36,"Action, Thriller",2,0.5,3
USR-2673,28.7,126.4,14,"Drama, Sci-Fi",3,0.96,0
USR-2674,3.38,9.2,4,Documentary,1,0.14,30
USR-2675,53.97,129.4,26,"Sci-Fi, Thriller",2,0.94,7
USR-2676,66.45,87.3,37,"Action, Thriller",3,0.25,2
USR-2677,34.29,111.0,19,"Sci-Fi, Thriller",3,0.67,1
USR-2678,3.05,16.1,5,Horror,1,0.61,53
USR-2679,33.17,30.2,49,"Romance, Comedy, Documentary, Thriller, Sci-Fi",5,0.44,3
USR-2680,66.81,76.3,30,"Action, Thriller",1,0.56,3
USR-2681,28.3,120.2,22,Drama,3,0.88,0
USR-2682,40.82,104.4,25,"Drama, Sci-Fi",2,0.81,0
USR-2683,6.62,23.7,20,"Comedy, Romance",1,0.39,13
USR-2684,13.92,19.3,21,Animation,1,0.45,0
USR-2685,62.35,81.9,28,"Action, Thriller",2,0.51,8
USR-2686,70.17,130.9,27,"Action, Thriller",3,0.54,1
USR-2687,7.1,17.1,18,"Comedy, Romance",1,0.29,7
USR-2688,32.35,100.5,50,"Action, Thriller",3,0.33,1
USR-2689,1.28,19.6,6,Comedy,1,0.12,37
USR-2690,70.78,95.0,45,"Action, Thriller",2,0.44,0
USR-2691,45.72,47.6,38,"Documentary, Horror, Sci-Fi",3,0.5,4
USR-2692,37.88,105.9,30,"Action, Thriller",2,0.71,0
USR-2693,24.07,131.8,17,"Drama, Sci-Fi",2,0.86,2
USR-2694,5.81,17.7,23,Romance,2,0.38,5
USR-2695,59.32,148.6,23,"Drama, Sci-Fi",3,0.66,4
USR-2696,28.43,134.8,30,"Drama, Sci-Fi",2,0.73,10
USR-2697,62.08,112.1,40,"Action, Thriller",3,0.43,1
USR-2698,44.35,79.2,43,"Action, Thriller",2,0.46,4
USR-2699,16.51,20.3,31,"Comedy, Romance",1,0.45,0
USR-2700,40.63,112.5,18,"Sci-Fi, Thriller",2,0.89,7
USR-2701,14.16,29.7,26,Romance,1,0.41,13
USR-2702,18.5,26.2,31,Romance,1,0.47,2
USR-2703,62.38,95.4,31,"Action, Thriller",2,0.46,1
USR-2704,48.58,119.8,18,Drama,2,0.73,5
USR-2705,60.44,108.7,27,"Action, Thriller",2,0.51,0
USR-2706,52.28,105.7,19,"Drama, Sci-Fi",2,0.71,0
USR-2707,16.86,23.9,24,Romance,1,0.43,0
USR-2708,60.99,82.2,25,"Action, Thriller",1,0.43,1
USR-2709,33.48,58.8,57,"Documentary, Romance, Action",3,0.24,1
USR-2710,2.66,28.7,32,Comedy,1,0.52,2
USR-2711,56.66,112.5,24,"Drama, Sci-Fi",2,0.77,5
USR-2712,12.64,66.9,43,"Animation, Documentary, Horror, Drama, Thriller",5,0.52,3
USR-2713,12.32,27.3,26,"Comedy, Romance",1,0.31,11
USR-2714,12.81,22.3,20,Animation,2,0.27,21
USR-2715,57.86,105.6,46,"Action, Thriller",2,0.32,0
USR-2716,11.66,16.0,34,Romance,1,0.3,10
USR-2717,16.11,31.4,30,Animation,2,0.23,4
USR-2718,59.98,100.5,22,"Drama, Sci-Fi",3,0.75,3
USR-2719,37.15,148.2,21,Drama,3,0.8,0
USR-2720,62.97,108.4,34,"Action, Thriller",1,0.26,0
USR-2721,11.69,32.6,34,"Comedy, Romance",2,0.37,15
USR-2722,60.58,61.9,45,"Documentary, Action, Horror, Thriller",4,0.41,1
USR-2723,60.61,88.2,32,"Action, Thriller",2,0.44,1
USR-2724,12.7,25.1,33,Animation,2,0.41,10
USR-2725,55.17,116.2,34,"Action, Thriller",1,0.62,2
USR-2726,16.2,25.3,27,Comedy,1,0.45,0
USR-2727,9.26,19.3,18,Animation,1,0.33,6
USR-2728,54.12,86.8,29,"Action, Thriller",3,0.44,1
USR-2729,0.94,17.6,6,Drama,1,0.23,23
USR-2730,6.56,24.9,35,"Comedy, Romance",1,0.34,15
USR-2731,60.37,90.9,45,"Action, Thriller",3,0.37,0
USR-2732,2.5,19.4,6,Comedy,1,0.03,27
USR-2733,1.69,17.2,5,Sci-Fi,1,0.1,55
USR-2734,9.65,27.8,34,Romance,1,0.43,13
USR-2735,61.24,47.2,22,"Action, Thriller",2,0.52,1
USR-2736,47.44,137.1,17,"Sci-Fi, Thriller",3,0.85,6
USR-2737,21.03,30.3,24,Romance,1,0.37,0
USR-2738,44.14,102.4,25,"Sci-Fi, Thriller",3,0.84,2
USR-2739,3.46,20.2,9,Animation,1,0.11,48
USR-2740,37.57,148.1,20,"Drama, Sci-Fi",2,0.72,9
USR-2741,47.46,58.5,45,"Documentary, Action, Thriller, Drama, Sci-Fi",5,0.54,2
USR-2742,12.03,21.9,28,Animation,2,0.3,7
USR-2743,9.94,22.8,32,Romance,1,0.46,4
USR-2744,12.44,24.6,23,"Comedy, Romance",1,0.47,8
USR-2745,35.33,111.8,16,Drama,3,0.7,2
USR-2746,15.33,19.0,25,Romance,1,0.49,1
USR-2747,67.82,103.7,50,"Action, Thriller",2,0.41,2
USR-2748,29.26,131.9,17,"Sci-Fi, Thriller",3,0.67,1
USR-2749,45.45,79.6,33,"Action, Thriller",2,0.62,1
USR-2750,48.34,81.9,47,"Romance, Documentary, Thriller",3,0.68,1
USR-2751,27.78,71.3,47,"Horror, Thriller, Comedy, Romance, Drama",5,0.42,2
USR-2752,35.5,55.1,26,"Action, Thriller",3,0.58,1
USR-2753,14.82,18.6,26,"Comedy, Romance",1,0.29,15
USR-2754,14.12,22.8,33,Comedy,2,0.31,5
USR-2755,4.6,15.7,6,Animation,1,0.3,29
USR-2756,47.56,50.4,37,"Romance, Animation, Thriller",3,0.53,0
USR-2757,61.15,74.5,23,"Comedy, Thriller, Sci-Fi",3,0.55,0
USR-2758,36.75,114.7,25,Drama,2,0.74,0
USR-2759,5.38,21.3,3,Animation,1,0.31,56
USR-2760,35.34,90.1,26,"Sci-Fi, Thriller",2,0.72,0
USR-2761,15.45,8.1,33,"Comedy, Romance",1,0.47,1
USR-2762,42.06,110.9,32,"Sci-Fi, Thriller",3,0.79,2
USR-2763,1.51,17.4,1,Documentary,1,0.32,45
USR-2764,65.58,97.0,45,"Action, Thriller",2,0.44,3
USR-2765,14.69,22.5,34,Comedy,2,0.41,3
USR-2766,2.05,13.2,1,Thriller,1,0.22,51
USR-2767,14.68,27.9,28,Romance,1,0.42,1
USR-2768,6.07,19.4,28,Animation,2,0.28,9
USR-2769,23.01,117.3,32,"Drama, Sci-Fi",3,0.74,2
USR-2770,49.01,77.3,56,"Action, Thriller, Sci-Fi",3,0.39,1
USR-2771,3.18,18.4,1,Action,1,0.49,33
USR-2772,55.42,103.7,31,"Action, Thriller",1,0.47,2
USR-2773,62.7,66.2,50,"Animation, Action, Drama",3,0.37,1
USR-2774,3.41,25.0,4,Documentary,1,0.03,38
USR-2775,19.95,26.4,34,Animation,1,0.26,0
USR-2776,16.76,16.5,42,Animation,2,0.44,0
USR-2777,3.23,17.0,1,Animation,1,0.35,22
USR-2778,8.49,30.5,17,Comedy,1,0.4,3
USR-2779,43.73,70.7,36,"Action, Thriller",1,0.47,2
USR-2780,47.19,72.7,35,"Action, Thriller",3,0.44,0
USR-2781,41.86,126.7,27,Drama,3,0.8,7
USR-2782,57.57,102.7,35,"Action, Thriller",3,0.42,0
USR-2783,35.67,165.2,26,Drama,2,0.68,0
USR-2784,49.36,74.0,33,"Action, Thriller",2,0.55,0
USR-2785,13.31,27.7,33,Animation,2,0.23,5
USR-2786,46.29,119.0,24,"Sci-Fi, Thriller",3,0.77,4
USR-2787,58.89,60.4,37,"Action, Thriller",3,0.65,0
USR-2788,7.56,29.0,25,Comedy,1,0.37,3
USR-2789,30.76,115.3,24,"Sci-Fi, Thriller",2,0.84,12
USR-2790,40.59,77.4,34,"Action, Thriller",2,0.39,6
USR-2791,2.79,24.9,6,Documentary,1,0.32,49
USR-2792,11.74,26.2,28,Animation,2,0.24,26
USR-2793,62.02,74.7,32,"Action, Thriller",2,0.44,4
USR-2794,1.31,55.3,30,"Comedy, Thriller, Animation",3,0.55,2
USR-2795,38.59,110.1,30,"Sci-Fi, Thriller",3,0.79,5
USR-2796,14.71,24.9,27,"Comedy, Romance",1,0.38,2
USR-2797,14.34,19.3,20,"Comedy, Romance",1,0.23,0
USR-2798,12.0,29.2,36,"Comedy, Romance",1,0.5,11
USR-2799,38.5,69.3,43,"Animation, Action, Drama",3,0.51,2
USR-2800,12.85,28.1,32,"Comedy, Romance",1,0.59,3
USR-2801,62.07,75.6,31,"Action, Thriller",2,0.5,6
USR-2802,28.5,80.8,50,"Documentary, Sci-Fi, Comedy, Action",4,0.45,0
USR-2803,57.34,119.6,29,"Action, Thriller",1,0.38,11
USR-2804,56.02,63.0,56,"Comedy, Horror, Romance, Thriller",4,0.6,2
USR-2805,66.52,94.5,48,"Action, Thriller",3,0.42,0
USR-2806,41.42,135.7,18,"Drama, Sci-Fi",3,0.78,6
USR-2807,42.44,62.3,45,"Comedy, Horror, Animation",3,0.4,1
USR-2808,47.61,93.2,31,"Drama, Sci-Fi",2,0.87,4
USR-2809,46.09,74.5,40,"Action, Thriller",2,0.48,5
USR-2810,4.3,28.6,26,"Comedy, Romance",1,0.2,5
USR-2811,14.99,20.3,31,"Comedy, Romance",2,0.41,6
USR-2812,71.99,40.7,48,"Animation, Documentary, Comedy, Action, Sci-Fi",5,0.53,1
USR-2813,15.45,18.8,30,"Comedy, Romance",1,0.5,3
USR-2814,45.8,117.9,20,"Sci-Fi, Thriller",2,0.88,4
USR-2815,27.8,107.7,19,"Drama, Sci-Fi",2,0.87,0
USR-2816,9.73,28.4,37,"Comedy, Romance",2,0.37,5
USR-2817,4.83,10.4,4,Horror,1,0.24,37
USR-2818,35.25,54.3,36,"Thriller, Sci-Fi, Documentary",3,0.37,3
USR-2819,47.89,142.2,26,"Sci-Fi, Thriller",2,0.63,0
USR-2820,41.84,127.4,4,"Drama, Sci-Fi",3,0.65,7
USR-2821,73.36,95.5,31,"Action, Thriller",2,0.49,5
USR-2822,17.31,23.0,26,"Comedy, Romance",1,0.33,0
USR-2823,47.08,98.5,11,"Drama, Sci-Fi",3,0.64,2
USR-2824,80.81,96.4,41,"Action, Thriller",2,0.39,3
USR-2825,5.03,29.3,16,"Comedy, Romance",1,0.27,1
USR-2826,38.97,136.0,11,"Sci-Fi, Thriller",2,0.79,1
USR-2827,67.41,85.6,25,"Action, Thriller",2,0.51,1
USR-2828,75.9,101.8,43,"Action, Thriller",2,0.59,2
USR-2829,50.65,146.2,14,"Sci-Fi, Thriller",2,0.82,8
USR-2830,52.02,104.7,27,"Action, Thriller",2,0.34,2
USR-2831,8.18,36.3,33,Comedy,2,0.51,0
USR-2832,7.41,17.7,17,Romance,1,0.35,22
USR-2833,0.98,24.8,1,Documentary,1,0.5,52
USR-2834,68.93,110.7,30,"Action, Thriller",2,0.42,7
USR-2835,51.66,91.5,43,"Documentary, Romance, Comedy, Animation, Drama",5,0.62,4
USR-2836,58.38,88.2,28,"Action, Thriller",1,0.52,10
USR-2837,5.77,29.2,23,Romance,2,0.41,5
USR-2838,7.14,22.3,30,"Comedy, Romance",1,0.3,9
USR-2839,12.72,19.8,30,Animation,2,0.33,11
USR-2840,2.68,16.2,9,Drama,1,0.13,46
USR-2841,78.75,60.4,44,"Action, Thriller",2,0.37,10
USR-2842,5.54,26.4,26,"Comedy, Romance",1,0.34,1
USR-2843,8.51,28.2,12,"Comedy, Romance",2,0.16,12
USR-2844,10.24,27.6,23,Animation,1,0.43,8
USR-2845,0.54,16.2,4,Animation,1,0.13,20
USR-2846,2.03,24.6,5,Documentary,1,0.25,31
USR-2847,59.25,118.4,46,"Action, Thriller",2,0.51,0
USR-2848,15.32,75.6,67,"Animation, Horror, Sci-Fi",3,0.59,0
USR-2849,11.39,26.2,17,Animation,1,0.27,13
USR-2850,55.99,75.2,40,"Action, Thriller",2,0.33,1
USR-2851,19.07,56.1,53,"Romance, Horror, Sci-Fi",3,0.31,0
USR-2852,45.0,102.5,25,"Action, Thriller",3,0.36,0
USR-2853,7.62,17.8,32,Romance,2,0.37,2
USR-2854,52.47,101.5,25,"Action, Thriller",3,0.39,0
USR-2855,36.75,143.9,14,"Sci-Fi, Thriller",2,0.92,0
USR-2856,2.44,12.3,4,Action,1,0.33,39
USR-2857,7.03,32.6,35,Animation,1,0.27,8
USR-2858,16.94,16.5,23,"Comedy, Romance",1,0.28,36
USR-2859,66.22,93.4,40,"Action, Thriller",2,0.49,0
USR-2860,69.72,53.2,49,"Animation, Horror, Documentary, Comedy, Action",5,0.43,0
USR-2861,45.98,67.9,49,"Documentary, Drama, Animation, Thriller",4,0.36,0
USR-2862,16.56,26.2,31,Animation,1,0.35,10
USR-2863,29.66,103.4,34,"Sci-Fi, Thriller",3,0.72,6
USR-2864,19.19,62.7,39,"Action, Thriller",2,0.43,11
USR-2865,68.59,84.6,22,"Action, Thriller",3,0.4,6
USR-2866,11.38,25.1,29,"Comedy, Romance",1,0.4,4
USR-2867,29.61,97.3,18,Drama,3,0.72,2
USR-2868,10.12,24.6,28,Comedy,1,0.45,1
USR-2869,15.82,22.5,29,Romance,2,0.33,4
USR-2870,49.08,108.2,41,"Action, Thriller",3,0.5,0
USR-2871,34.9,95.2,28,"Action, Thriller",2,0.44,0
USR-2872,46.8,65.8,40,"Horror, Drama, Action",3,0.61,2
USR-2873,14.6,16.8,20,Animation,2,0.37,14
USR-2874,14.35,30.2,21,"Comedy, Romance",2,0.34,6
USR-2875,39.62,73.2,28,"Action, Thriller",2,0.32,5
USR-2876,22.02,100.4,20,"Sci-Fi, Thriller",3,0.79,2
USR-2877,34.24,49.0,52,"Animation, Romance, Action, Thriller",4,0.5,5
USR-2878,4.0,20.2,3,Drama,1,0.59,34
USR-2879,13.73,24.2,34,Comedy,1,0.43,20
USR-2880,12.39,24.1,37,Animation,1,0.27,0
USR-2881,68.67,85.4,36,"Action, Thriller",2,0.34,0
USR-2882,12.1,30.3,30,Animation,1,0.25,6
USR-2883,8.35,17.4,32,Romance,2,0.27,6
USR-2884,35.63,65.9,58,"Action, Animation, Comedy",3,0.48,0
USR-2885,37.44,104.3,43,"Action, Thriller",3,0.39,3
USR-2886,12.14,24.9,28,"Comedy, Romance",2,0.28,1
USR-2887,42.78,137.3,21,Drama,2,0.8,2
USR-2888,12.85,31.7,13,"Comedy, Romance",1,0.45,0
USR-2889,44.9,67.7,55,"Comedy, Sci-Fi, Action, Romance",4,0.41,1
USR-2890,65.57,83.5,17,"Action, Thriller",2,0.45,0
USR-2891,63.79,67.0,41,"Action, Thriller",3,0.5,1
USR-2892,38.57,99.1,16,"Sci-Fi, Thriller",2,0.73,3
USR-2893,16.98,28.0,21,"Comedy, Romance",1,0.19,2
USR-2894,51.19,72.3,22,"Action, Thriller",2,0.46,2
USR-2895,49.16,138.8,17,"Sci-Fi, Thriller",2,0.78,14
USR-2896,9.72,22.1,25,Comedy,2,0.3,10
USR-2897,45.77,87.6,45,"Action, Thriller",1,0.49,1
USR-2898,4.69,19.3,5,Sci-Fi,1,0.26,42
USR-2899,52.6,153.5,15,"Drama, Sci-Fi",3,0.88,8
USR-2900,50.52,139.9,16,"Sci-Fi, Thriller",2,0.92,0
USR-2901,13.12,29.4,23,Animation,1,0.4,12
USR-2902,66.97,100.2,19,"Action, Thriller",1,0.39,4
USR-2903,6.49,17.8,39,"Comedy, Romance",2,0.35,1
USR-2904,51.57,145.3,18,Drama,3,0.74,0
USR-2905,64.16,68.3,40,"Documentary, Thriller, Sci-Fi, Action, Horror",5,0.59,0
USR-2906,12.41,23.4,28,Romance,2,0.37,4
USR-2907,31.31,151.3,27,"Sci-Fi, Thriller",2,0.71,4
USR-2908,8.14,19.4,20,"Comedy, Romance",1,0.36,9
USR-2909,37.11,163.8,19,"Sci-Fi, Thriller",2,0.89,10
USR-2910,1.8,20.0,31,"Comedy, Romance",2,0.32,6
USR-2911,6.09,21.9,22,Animation,1,0.19,4
USR-2912,9.9,22.9,23,Animation,1,0.38,18
USR-2913,6.98,22.6,37,Romance,2,0.41,1
USR-2914,7.35,19.2,26,Comedy,1,0.46,8
USR-2915,9.54,32.7,22,Romance,2,0.33,1
USR-2916,37.24,141.5,16,"Sci-Fi, Thriller",2,0.73,3
USR-2917,52.03,130.1,17,"Sci-Fi, Thriller",3,0.93,11
USR-2918,37.96,72.1,36,"Action, Thriller",2,0.17,1
USR-2919,13.22,26.7,23,Romance,1,0.24,1
USR-2920,8.79,28.1,23,Animation,2,0.39,27
USR-2921,63.35,78.5,19,"Action, Thriller",2,0.5,0
USR-2922,10.95,32.0,33,Romance,1,0.47,6
USR-2923,45.29,123.4,12,"Drama, Sci-Fi",2,0.73,3
USR-2924,67.49,77.5,62,"Drama, Comedy, Romance, Action, Thriller",5,0.64,0
USR-2925,50.84,110.6,29,"Action, Thriller",2,0.53,0
USR-2926,37.99,146.6,21,"Drama, Sci-Fi",2,0.79,12
USR-2927,49.62,99.4,24,"Action, Thriller",2,0.51,3
USR-2928,1.1,26.7,6,Romance,1,0.09,53
USR-2929,84.62,99.3,46,"Action, Thriller",2,0.33,0
USR-2930,4.75,13.1,9,Sci-Fi,1,0.26,20
USR-2931,1.09,14.0,3,Animation,1,0.18,33
USR-2932,8.59,17.2,20,Romance,2,0.27,1
USR-2933,39.93,136.4,16,"Drama, Sci-Fi",2,0.82,1
USR-2934,1.45,6.6,5,Action,1,0.53,23
USR-2935,43.97,135.7,15,"Sci-Fi, Thriller",3,0.78,2
USR-2936,44.28,100.1,12,"Sci-Fi, Thriller",2,0.71,0
USR-2937,11.18,25.4,18,Romance,2,0.42,3
USR-2938,32.25,110.9,21,Drama,3,0.73,3
USR-2939,57.66,75.2,32,"Action, Thriller",1,0.34,1
USR-2940,47.93,87.1,42,"Drama, Animation, Sci-Fi, Romance",4,0.4,1
USR-2941,26.73,69.2,62,"Animation, Thriller, Action, Romance",4,0.54,2
USR-2942,13.59,28.7,26,Comedy,1,0.22,12
USR-2943,10.66,30.4,19,Romance,1,0.25,15
USR-2944,63.76,53.7,61,"Action, Animation, Romance",3,0.46,1
USR-2945,34.74,82.9,25,Drama,2,0.86,0
USR-2946,15.14,24.1,31,"Comedy, Romance",1,0.33,10
USR-2947,17.58,31.8,23,"Comedy, Romance",1,0.34,9
USR-2948,85.16,107.9,35,"Action, Thriller",2,0.37,0
USR-2949,64.83,69.1,50,"Sci-Fi, Horror, Documentary, Action, Animation",5,0.44,0
USR-2950,13.44,19.1,30,"Comedy, Romance",1,0.37,10
USR-2951,47.57,65.2,45,"Documentary, Romance, Comedy, Action",4,0.68,2
USR-2952,25.75,117.5,21,"Drama, Sci-Fi",2,0.86,2
USR-2953,12.53,31.2,38,"Comedy, Romance",1,0.44,3
USR-2954,13.19,29.8,21,Romance,1,0.35,55
USR-2955,23.92,79.9,31,"Action, Thriller",2,0.47,1
USR-2956,2.53,23.4,4,Documentary,1,0.46,21
USR-2957,25.54,59.4,48,"Documentary, Action, Drama",3,0.4,2
USR-2958,40.3,134.6,12,Drama,2,0.79,7
USR-2959,32.81,104.7,21,"Sci-Fi, Thriller",2,0.88,6
USR-2960,19.16,22.6,30,Romance,1,0.36,2
USR-2961,51.68,86.6,28,"Action, Thriller",3,0.59,0
USR-2962,57.92,109.8,24,"Sci-Fi, Thriller",3,0.96,1
USR-2963,71.55,55.3,25,"Action, Thriller",2,0.38,1
USR-2964,47.08,135.1,25,"Sci-Fi, Thriller",2,0.64,3
USR-2965,47.9,109.1,19,Drama,3,0.84,11
USR-2966,42.71,96.8,25,"Drama, Sci-Fi",2,0.81,7
USR-2967,11.04,31.9,35,Comedy,1,0.39,7
USR-2968,68.35,74.3,29,"Action, Thriller",2,0.48,0
USR-2969,8.09,24.4,31,Romance,1,0.4,0
USR-2970,54.37,130.4,13,Drama,3,0.95,0
USR-2971,48.46,63.5,43,"Sci-Fi, Thriller, Romance, Animation, Drama",5,0.47,0
USR-2972,70.1,98.9,26,"Action, Thriller",2,0.41,4
USR-2973,39.14,57.1,40,"Thriller, Action, Romance",3,0.48,1
USR-2974,11.93,18.6,30,Comedy,1,0.52,11
USR-2975,41.4,68.3,57,"Sci-Fi, Drama, Comedy, Romance",4,0.54,3
USR-2976,21.96,104.3,29,"Action, Thriller",1,0.35,1
USR-2977,53.28,44.2,37,"Action, Thriller",2,0.46,6
USR-2978,17.67,31.5,23,"Comedy, Romance",1,0.55,2
USR-2979,29.29,87.5,21,"Drama, Sci-Fi",2,0.81,7
USR-2980,9.36,31.5,25,Romance,2,0.47,1
USR-2981,12.3,13.7,26,Comedy,1,0.25,11
USR-2982,8.89,16.6,21,Comedy,2,0.48,9
USR-2983,63.96,63.8,39,"Sci-Fi, Romance, Documentary, Thriller",4,0.42,0
USR-2984,38.05,94.5,40,"Action, Thriller",2,0.39,3
USR-2985,7.77,26.1,17,Romance,1,0.26,6
